,url,created_time,message,cleaned_message,emojis,mentions,names,message_tags,attachments,urls,original_date,total_engagement,engagement_rate,reactions,shares,comments,date,day_week,Mon,Tue,Wed,Thur,Fri,Sat,season,winter,spring,summer,hour,time_day,morning,afternoon,evening,emoji_num,mention_num,name_num,share,share_url,photo,photo_url,video,video_url,media_desc,thumbnail_url,link,face_present,key,engagement_rate_label,total_engagement_label,engagement_rate_label2,total_engagement_label2,engagement_rate_label3,total_engagement_label3,weighted_engagement,recovered,missing,asterisk,federal,special_day,face_vague,hashtag_num,weighted_engagement_label3,shares_label3
84,https://www.facebook.com/1003344626383879/posts/2874348422616814/,2020-01-17T18:59:18+0000,"Very sad news about missing teenager from Philadelphia. Thoughts and Prayers to her family and friends. 💔
****If you have a missing child/teen and suspect sexual exploitation or sex trafficking, in addition to calling police you can contact the National Center for Missing & Exploited Children at 1-800-THE-LOST (1-800-843-5678).
#Missing

https://buff.ly/3alVy8j","['sad', 'news', 'miss', 'teenag', 'philadelphia', 'thought', 'prayer', 'famili', 'friend', 'miss', 'child', 'teen', 'suspect', 'sexual', 'exploit', 'sex', 'traffick', 'addit', 'call', 'polic', 'contact', 'nation', 'center', 'miss', 'exploit', 'children', '-', '-the-lost', '-', '-', '-']",['💔'],,,"['National Center for Missing & Exploited Children', 'missing']","[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F3alVy8j&h=AT2bNifpWaWVov4KNGLS0Z3wM5rcO54NPE4vMG1d_HLBG-58g8mWc0wfmq09InTQOkPaWU2-WgPOLt498lYQ3AIxNI8exB3wHpmHfqfGsNrRRjJUugav8jYNkA9LvOTU&s=1', 'media_description': 'Body of missing teen found in bin in South Philadelphia amid human trafficking investigation: Sources', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHe8KMRE6YueSUG&w=720&h=720&url=https%3A%2F%2Fcdn.abcotvs.com%2Fdip%2Fimages%2F5858471_011720-wpvi-body-in-bin-identified-12pm-vid.jpg%3Fw%3D1600&cfs=1&_nc_cb=1&_nc_hash=AQHWHrVckEKnpcSk'}]",['https://buff.ly/3alVy8j'],"17 Jan, 2020 13:59",170,361.4714012,100,63,7,2020-01-17,4,0,0,0,0,1,0,0,1,0,0,13,2,0,1,0,1,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F3alVy8j&h=AT2bNifpWaWVov4KNGLS0Z3wM5rcO54NPE4vMG1d_HLBG-58g8mWc0wfmq09InTQOkPaWU2-WgPOLt498lYQ3AIxNI8exB3wHpmHfqfGsNrRRjJUugav8jYNkA9LvOTU&s=1,0,,0,,Body of missing teen found in bin in South Philadelphia amid human trafficking investigation: Sources,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHe8KMRE6YueSUG&w=720&h=720&url=https%3A%2F%2Fcdn.abcotvs.com%2Fdip%2Fimages%2F5858471_011720-wpvi-body-in-bin-identified-12pm-vid.jpg%3Fw%3D1600&cfs=1&_nc_cb=1&_nc_hash=AQHWHrVckEKnpcSk,1,1,46,2,2,2,2,1,1,118.25,0,1,1,0,1,0,2,1,1
42,https://www.facebook.com/helperase/videos/1948972435154422/,2018-07-26T16:29:49+0000,"Monday, July 30th is World Day Against Trafficking in Persons. Help us spread awareness about human trafficking and give a voice to those who don't have one. A message from one of our Advisory Board Members Sergeant Marc Marty on how you can help Monday, July 30th. #HelpERASE #GiveHope","['monday', 'juli', 'th', 'world', 'day', 'traffick', 'person', 'help', 'us', 'spread', 'awar', 'human', 'traffick', 'give', 'voic', 'one', 'messag', 'one', 'advisori', 'board', 'member', 'sergeant', 'marc', 'marti', 'help', 'monday', 'juli', 'th']",,,['Marc Marty'],,"[{'media_type': 'video_inline', 'media_url': 'https://www.facebook.com/helperase/videos/1948972435154422/', 'media_description': 'World Day Against Trafficking in Persons July 30th', 'thumbnail_url': 'https://scontent-lax3-1.xx.fbcdn.net/v/t15.5256-10/35455097_1948982991820033_4762163710925996032_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=NzBBjoHkL50AX8koaYh&_nc_ht=scontent-lax3-1.xx&oh=565029c6df8c4cea340c75125b788cd4&oe=606F11F2'}]",,"26 Jul, 2018 12:29",165,642.5233645,28,136,1,2018-07-26,3,0,0,0,1,0,0,2,0,0,1,12,2,0,1,0,0,0,1,0,,0,,1,https://www.facebook.com/helperase/videos/1948972435154422/,World Day Against Trafficking in Persons July 30th,https://scontent-lax3-1.xx.fbcdn.net/v/t15.5256-10/35455097_1948982991820033_4762163710925996032_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=NzBBjoHkL50AX8koaYh&_nc_ht=scontent-lax3-1.xx&oh=565029c6df8c4cea340c75125b788cd4&oe=606F11F2,0,0,47,2,2,2,2,1,1,150.75,0,0,0,0,0,0,0,1,1
104,https://www.facebook.com/helperase/posts/1557370400981296,2017-07-25T16:14:00+0000,"We frequently talk about the misconceptions of a Human Trafficker. This is the perfect example, it can be anyone.","['frequent', 'talk', 'misconcept', 'human', 'traffick', 'perfect', 'exampl', 'anyon']",,,,,"[{'media_type': 'share', 'media_url': 'http://l.facebook.com/l.php?u=http%3A%2F%2Fbuff.ly%2F2uqBGwf&h=AT0HdGhVveGj6JZU80ZfpmxXJ_MoU6BUeQJxO63wZg1rvRUEQQufPB9P-IIrrdQR9mmKmfSql1zpALF5lf4Phc4kypLSwqovILx-fm-1lVEhkKLE-X-BQL6i2BTmu4bJ&s=1', 'media_description': 'Elderly Atmore couple charged with sex trafficking', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFNndquQAWzaoi6&w=555&h=555&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5975609738a237026eef638f%2Fa340739a90c4f10aacf7890ec7c5bd0fd9acf018_3cab6021f43678a48449c97db176664ebf9a3dc6_facebook&cfs=1&sx=211&sy=0&sw=555&sh=555&_nc_cb=1&_nc_hash=AQGZxbu2PgWJe2uw'}]",,"25 Jul, 2017 12:14",161,865.5913978,26,132,3,2017-07-25,1,0,1,0,0,0,0,2,0,0,1,12,2,0,1,0,0,0,0,1,http://l.facebook.com/l.php?u=http%3A%2F%2Fbuff.ly%2F2uqBGwf&h=AT0HdGhVveGj6JZU80ZfpmxXJ_MoU6BUeQJxO63wZg1rvRUEQQufPB9P-IIrrdQR9mmKmfSql1zpALF5lf4Phc4kypLSwqovILx-fm-1lVEhkKLE-X-BQL6i2BTmu4bJ&s=1,0,,0,,Elderly Atmore couple charged with sex trafficking,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFNndquQAWzaoi6&w=555&h=555&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5975609738a237026eef638f%2Fa340739a90c4f10aacf7890ec7c5bd0fd9acf018_3cab6021f43678a48449c97db176664ebf9a3dc6_facebook&cfs=1&sx=211&sy=0&sw=555&sh=555&_nc_cb=1&_nc_hash=AQGZxbu2PgWJe2uw,0,0,48,2,2,2,2,1,1,147.25,0,0,0,0,0,0,0,1,1
102,https://www.facebook.com/1003344626383879/posts/2362610897123905/,2019-04-30T14:04:04+0000,"""Law enforcement professionals in South Carolina learned new skills to identify human trafficking victims and investigate human trafficking crimes. 148 dedicated officers and agents from 58 agencies attended the training. Officers from neighboring states, North Carolina and Georgia, also attended the human trafficking training.""","['law', 'enforc', 'profession', 'south', 'carolina', 'learn', 'new', 'skill', 'identifi', 'human', 'traffick', 'victim', 'investig', 'human', 'traffick', 'crime', 'dedic', 'offic', 'agent', 'agenc', 'attend', 'train', 'offic', 'neighbor', 'state', 'north', 'carolina', 'georgia', 'also', 'attend', 'human', 'traffick', 'train']",,,['Law'],,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2VB4IsX&h=AT2mkTMcluhuiQvTtLTpYIMkK7lqKV0-raeAgHGFhgZTbxkjGECfWTqRZPkcRcNjNprywl-Z5RXJz09OwpEMOJ0k5A7c4R-GAJ9pON4MOq62-ARHZrIQ8dIZR9pfpFcM&s=1', 'media_description': 'Human Trafficking Crimes: A New Approach | ERASE Child Trafficking', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGCDpiIKalCps8n&w=408&h=408&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIem5GfpM_NDunta7Uyde53rluFgdLikxlN4P2d_SPrqNZ_5vOd9_Aa-MnR8qqSqfKZ2VmT9w-1FL2QAerQ_5MBB452dlnloBXsQLh75woOkcwKsg40uk-QoxPMAsC5qw2RpOg9wY8KqLu_NhvUsZ3H&cfs=1&_nc_cb=1&_nc_hash=AQHeT2eswyaWeuFz'}]",,"30 Apr, 2019 10:04",159,488.47926270000005,92,65,2,2019-04-30,1,0,1,0,0,0,0,1,0,1,0,10,1,1,0,0,0,0,1,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2VB4IsX&h=AT2mkTMcluhuiQvTtLTpYIMkK7lqKV0-raeAgHGFhgZTbxkjGECfWTqRZPkcRcNjNprywl-Z5RXJz09OwpEMOJ0k5A7c4R-GAJ9pON4MOq62-ARHZrIQ8dIZR9pfpFcM&s=1,0,,0,,Human Trafficking Crimes: A New Approach | ERASE Child Trafficking,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGCDpiIKalCps8n&w=408&h=408&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIem5GfpM_NDunta7Uyde53rluFgdLikxlN4P2d_SPrqNZ_5vOd9_Aa-MnR8qqSqfKZ2VmT9w-1FL2QAerQ_5MBB452dlnloBXsQLh75woOkcwKsg40uk-QoxPMAsC5qw2RpOg9wY8KqLu_NhvUsZ3H&cfs=1&_nc_cb=1&_nc_hash=AQHeT2eswyaWeuFz,0,0,49,2,2,2,2,1,1,112.5,0,0,0,0,0,0,0,1,1
45,https://www.facebook.com/1003344626383879/posts/2183856364999360/,2019-01-08T02:18:34+0000,"“It will not be popular with everyone in Tennessee, but he did the right thing and we praise him for that.”","['popular', 'everyon', 'tennesse', 'right', 'thing', 'prais']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2FhxrKA&h=AT2oBnA4hiutnQw8NQkbOyF4nIBCToZBxHXim8Ar6wb1QGLWT1_tDkkOy5YZnGvfaajTe3lx7jdOhU2u4cAvwJwRpGXx8uu9D35e_kTD6KRpZovxy4znnBTcY_InJT_w&s=1', 'media_description': 'Woman sentenced to life as teen in killing wins clemency', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?w=720&h=720&url=https%3A%2F%2Fstorage.googleapis.com%2Fafs-prod%2Fmedia%2Fmedia%3Ac9b22786eb8a4c72aa44bad1b6de7740%2F3000.jpeg&cfs=1&sx=91&sy=0&sw=2519&sh=2519&_nc_cb=1&_nc_hash=AQE7WlDjtlwkmaqU'}]",,"07 Jan, 2019 21:18",158,527.3698264,122,30,6,2019-01-08,1,0,1,0,0,0,0,0,1,0,0,21,3,0,0,1,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2FhxrKA&h=AT2oBnA4hiutnQw8NQkbOyF4nIBCToZBxHXim8Ar6wb1QGLWT1_tDkkOy5YZnGvfaajTe3lx7jdOhU2u4cAvwJwRpGXx8uu9D35e_kTD6KRpZovxy4znnBTcY_InJT_w&s=1,0,,0,,Woman sentenced to life as teen in killing wins clemency,https://external-lax3-1.xx.fbcdn.net/safe_image.php?w=720&h=720&url=https%3A%2F%2Fstorage.googleapis.com%2Fafs-prod%2Fmedia%2Fmedia%3Ac9b22786eb8a4c72aa44bad1b6de7740%2F3000.jpeg&cfs=1&sx=91&sy=0&sw=2519&sh=2519&_nc_cb=1&_nc_hash=AQE7WlDjtlwkmaqU,0,1,51,2,2,2,2,1,1,95.5,0,0,0,0,1,0,0,1,1
82,https://www.facebook.com/1003344626383879/posts/2554798421238484/,2019-08-17T14:04:02+0000,"Great job by Richland County Sheriff's Department working to combat human trafficking. It's difficult and challenging work and sometimes it requires arresting a peer to protect our children. “In a statement to NBC News, Lott said he would recommend that Vandenham's ""certification be revoked so he never works in law enforcement again.” #lawenforcement #makingadifference #EndDemand","['great', 'job', 'richland', 'counti', 'sheriff', 'depart', 'work', 'combat', 'human', 'traffick', 'difficult', 'challeng', 'work', 'sometim', 'requir', 'arrest', 'peer', 'protect', 'children', 'statement', 'nbc', 'news', 'lott', 'said', 'would', 'recommend', 'vandenham', 'certif', 'revok', 'never', 'work', 'law', 'enforc']",,,['Lott'],"[""Richland County Sheriff's Department"", 'lawenforcement', 'makingadifference', 'EndDemand']","[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2YYJhVn&h=AT2Mo9L5f5apq-yATSLF9X2whuRxYuRzz05gEzMUqCJ6XIYUvQoSullzVAQBZSp94XIFSMgH194IkftNwm4HoKWwIRwuBtzD-sy6f9Xq7ifqXMrhmxeFkP0n-4K__XW_&s=1', 'media_description': 'South Carolina cop charged with soliciting minor for sex in sting set up by his own department', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHQOWiUktvtNh_9&w=630&h=630&url=https%3A%2F%2Fmedia1.s-nbcnews.com%2Fj%2Fnewscms%2F2019_33%2F2971196%2F190814-richland-county-sheriffs-department-ew-1244p_c796214a7e439c031e2651ee3e01cda0.nbcnews-fp-1200-630.jpg&cfs=1&sx=563&sy=0&sw=630&sh=630&_nc_cb=1&_nc_hash=AQEkuGM53ichTtrA'}]",,"17 Aug, 2019 10:04",158,429.6981235,90,62,6,2019-08-17,5,0,0,0,0,0,1,2,0,0,1,10,1,1,0,0,0,0,1,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2YYJhVn&h=AT2Mo9L5f5apq-yATSLF9X2whuRxYuRzz05gEzMUqCJ6XIYUvQoSullzVAQBZSp94XIFSMgH194IkftNwm4HoKWwIRwuBtzD-sy6f9Xq7ifqXMrhmxeFkP0n-4K__XW_&s=1,0,,0,,South Carolina cop charged with soliciting minor for sex in sting set up by his own department,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHQOWiUktvtNh_9&w=630&h=630&url=https%3A%2F%2Fmedia1.s-nbcnews.com%2Fj%2Fnewscms%2F2019_33%2F2971196%2F190814-richland-county-sheriffs-department-ew-1244p_c796214a7e439c031e2651ee3e01cda0.nbcnews-fp-1200-630.jpg&cfs=1&sx=563&sy=0&sw=630&sh=630&_nc_cb=1&_nc_hash=AQEkuGM53ichTtrA,0,1,50,2,2,2,2,1,1,111.5,0,0,0,0,0,0,4,1,1
116,https://www.facebook.com/1003344626383879/posts/2709883279063330/,2019-11-04T12:21:50+0000,"#missing
#freeholdNJ
#pleaseshare",,,,,"['missing', 'FreeholdNJ', 'PleaseShare']","[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fnewyork.cbslocal.com%2F2019%2F11%2F02%2Fnew-jersey-missing-stephanie-parze%2F&h=AT2qkBxe742zc751fMxOBaNlKcbPQzuaYBWbCx_3g_W1_A_ex1EHLBwWuvkO7u5sSJOCN_7hEcbHa4koseU49sHXqkTCbTDvP5Wo-jC8fb4BT8iHAbE6x1vqtnLo8Qqu&s=1', 'media_description': 'Devastated New Jersey Family, Police Searching For Missing 25-Year-Old Stephanie Parze', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGuuLOXKqyro3YU&w=576&h=576&url=https%3A%2F%2Fnewyork.cbslocal.com%2Fwp-content%2Fuploads%2Fsites%2F14578484%2F2019%2F11%2F1102parze.jpg%3Fw%3D1024&cfs=1&sx=221&sy=0&sw=576&sh=576&_nc_cb=1&_nc_hash=AQGa-5Vc18-FNOzb'}]",,"04 Nov, 2019 7:21",154,407.4074074,36,117,1,2019-11-04,0,1,0,0,0,0,0,3,0,0,0,7,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fnewyork.cbslocal.com%2F2019%2F11%2F02%2Fnew-jersey-missing-stephanie-parze%2F&h=AT2qkBxe742zc751fMxOBaNlKcbPQzuaYBWbCx_3g_W1_A_ex1EHLBwWuvkO7u5sSJOCN_7hEcbHa4koseU49sHXqkTCbTDvP5Wo-jC8fb4BT8iHAbE6x1vqtnLo8Qqu&s=1,0,,0,,"Devastated New Jersey Family, Police Searching For Missing 25-Year-Old Stephanie Parze",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGuuLOXKqyro3YU&w=576&h=576&url=https%3A%2F%2Fnewyork.cbslocal.com%2Fwp-content%2Fuploads%2Fsites%2F14578484%2F2019%2F11%2F1102parze.jpg%3Fw%3D1024&cfs=1&sx=221&sy=0&sw=576&sh=576&_nc_cb=1&_nc_hash=AQGa-5Vc18-FNOzb,0,1,52,2,2,2,2,1,1,135.75,0,1,0,0,0,0,3,1,1
92,https://www.facebook.com/1003344626383879/posts/2448897758495218/,2019-06-20T00:27:03+0000,,,,,,,"[{'media_type': 'photo', 'media_url': 'https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/s720x720/64286732_1861270903973965_8358629884188164096_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&_nc_ohc=FbFKUITm4kkAX_wvKa4&_nc_ht=scontent-lax3-2.xx&tp=7&oh=dab5c7e021bf1f822cd7527903767434&oe=60702856', 'media_description': None, 'thumbnail_url': None}]",,"19 Jun, 2019 20:27",150,452.7618473,117,32,1,2019-06-20,3,0,0,0,1,0,0,2,0,0,1,20,3,0,0,1,0,0,0,0,,1,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/s720x720/64286732_1861270903973965_8358629884188164096_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&_nc_ohc=FbFKUITm4kkAX_wvKa4&_nc_ht=scontent-lax3-2.xx&tp=7&oh=dab5c7e021bf1f822cd7527903767434&oe=60702856,0,,,,0,0,53,2,2,2,2,1,1,91.25,0,0,0,0,0,0,0,1,1
152,https://www.facebook.com/1003344626383879/posts/1964331146951884/,2018-08-04T20:10:13+0000,"Another life sentence given to a trafficker involved in sex trafficking of minors. Great job by all those involved in getting justice for the victims. 

“A Fort Worth pimp known as “Zigg” has been sentenced to life in federal prison for sex-trafficking children”","['anoth', 'life', 'sentenc', 'given', 'traffick', 'involv', 'sex', 'traffick', 'minor', 'great', 'job', 'involv', 'get', 'justic', 'victim', 'fort', 'worth', 'pimp', 'known', 'zigg', 'sentenc', 'life', 'feder', 'prison', 'sex-traffick', 'children']",,,['Zigg'],,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2n5ZcLZ&h=AT3-WMI8S9iuMYDwBbxEE7zd1uVJ1dlhaHkSi0qdycRbD3XQNwwDjbE1-sbGzBTVJdz94cqDrwAcEt4tjIoLIBtaJDtyHixhHItGbEumaVRV5AsSChFT3ASF4duWgsDx&s=1', 'media_description': 'Fort Worth pimp ‘Zigg’ gets life for sex trafficking children in statewide ring', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGturF1F_a_yqsx&w=641&h=641&url=https%3A%2F%2Fwww.star-telegram.com%2Flatest-news%2Fujrrh4%2Fpicture215986625%2Falternates%2FLANDSCAPE_1140%2Fdemarcus%2520davis%2520%28black%29.jpg&cfs=1&sx=219&sy=0&sw=641&sh=641&_nc_cb=1&_nc_hash=AQFelZeCWCt56S7x'}]",,"04 Aug, 2018 16:10",149,571.1000382999998,78,68,3,2018-08-04,5,0,0,0,0,0,1,2,0,0,1,16,2,0,1,0,0,0,1,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2n5ZcLZ&h=AT3-WMI8S9iuMYDwBbxEE7zd1uVJ1dlhaHkSi0qdycRbD3XQNwwDjbE1-sbGzBTVJdz94cqDrwAcEt4tjIoLIBtaJDtyHixhHItGbEumaVRV5AsSChFT3ASF4duWgsDx&s=1,0,,0,,Fort Worth pimp ‘Zigg’ gets life for sex trafficking children in statewide ring,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGturF1F_a_yqsx&w=641&h=641&url=https%3A%2F%2Fwww.star-telegram.com%2Flatest-news%2Fujrrh4%2Fpicture215986625%2Falternates%2FLANDSCAPE_1140%2Fdemarcus%2520davis%2520%28black%29.jpg&cfs=1&sx=219&sy=0&sw=641&sh=641&_nc_cb=1&_nc_hash=AQFelZeCWCt56S7x,0,1,54,2,2,2,2,1,1,109.25,0,0,0,1,0,0,0,1,1
147,https://www.facebook.com/1003344626383879/posts/2544717042246622/,2019-08-11T20:10:02+0000,"""It is critical those looking to harm children in Genesee County know they could very well wind up on the next photo line-up, and have their lives, careers, and families forever impacted. The trauma these predators inflict on their victims is unimaginable, and the consequences for their actions must be severe,"" Pickell's post said.""","['critic', 'look', 'harm', 'children', 'genese', 'counti', 'know', 'could', 'well', 'wind', 'next', 'photo', 'line-up', 'live', 'career', 'famili', 'forev', 'impact', 'trauma', 'predat', 'inflict', 'victim', 'unimagin', 'consequ', 'action', 'must', 'sever', 'pickel', 'post', 'said']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2YCJXzp&h=AT1VxP4g1GZpwmKTktzKBmMqKhP_qX4nP9gA4ruEBbaru7g425k3d6jnE94M8Qy9VEJBxhjYhSAbpd-eZ9RI3TkU82jUjk5vNhZZNabpt_i-xTuvfhggWWtUZRJgGUjM&s=1', 'media_description': 'Genesee County Sheriff details 12 arrested by human trafficking task force', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGqFf3yqpcUU-MC&w=630&h=630&url=https%3A%2F%2Fbloximages.newyork1.vip.townnews.com%2Fwnem.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2Fb%2F46%2Fb46bb248-afef-11e9-a72d-a7d5b3b71b4d%2F5d3b76741911c.image.jpg%3Fresize%3D836%252C630&cfs=1&sx=35&sy=0&sw=630&sh=630&_nc_cb=1&_nc_hash=AQE-yKjx0iV_dFD_'}]",,"11 Aug, 2019 16:10",148,403.1599019,84,59,5,2019-08-11,6,0,0,0,0,0,0,2,0,0,1,16,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2YCJXzp&h=AT1VxP4g1GZpwmKTktzKBmMqKhP_qX4nP9gA4ruEBbaru7g425k3d6jnE94M8Qy9VEJBxhjYhSAbpd-eZ9RI3TkU82jUjk5vNhZZNabpt_i-xTuvfhggWWtUZRJgGUjM&s=1,0,,0,,Genesee County Sheriff details 12 arrested by human trafficking task force,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGqFf3yqpcUU-MC&w=630&h=630&url=https%3A%2F%2Fbloximages.newyork1.vip.townnews.com%2Fwnem.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2Fb%2F46%2Fb46bb248-afef-11e9-a72d-a7d5b3b71b4d%2F5d3b76741911c.image.jpg%3Fresize%3D836%252C630&cfs=1&sx=35&sy=0&sw=630&sh=630&_nc_cb=1&_nc_hash=AQE-yKjx0iV_dFD_,0,1,55,2,2,2,2,1,1,104.75,0,0,0,0,0,0,0,1,1
27,https://www.facebook.com/1003344626383879/posts/2490192711032389/,2019-07-12T16:12:17+0000,"***Update*** FoundSafe!
Search continues for both missing girls in Colorado. Please keep sharing!","['updat', 'foundsaf', 'search', 'continu', 'miss', 'girl', 'colorado', 'pleas', 'keep', 'share']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Sb3S1X&h=AT1wwV1i6HNfC_qV6mBYURVnizMFQyMBjb2Sc6lYMhPxmL1pUvvWy40OXD6grgUhGybhib75S4aw9LvPBIX9mi52t8IRptbvbUrnZw9K6t8KTnuDEqkJozUgzT5VDO1N&s=1', 'media_description': 'Sherman parents searching for their missing daughter in Colorado', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEF3LanyyHYISUO&w=447&h=447&url=https%3A%2F%2Fmedia.graytvinc.com%2Fimages%2Fmissing%2Bgirl%2Bfor%2Bweb.JPG&cfs=1&sx=168&sy=0&sw=447&sh=447&_nc_cb=1&_nc_hash=AQEAH_aIQGpdsZbJ'}]",,"12 Jul, 2019 12:12",147,409.2427617,41,99,7,2019-07-12,4,0,0,0,0,1,0,2,0,0,1,12,2,0,1,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Sb3S1X&h=AT1wwV1i6HNfC_qV6mBYURVnizMFQyMBjb2Sc6lYMhPxmL1pUvvWy40OXD6grgUhGybhib75S4aw9LvPBIX9mi52t8IRptbvbUrnZw9K6t8KTnuDEqkJozUgzT5VDO1N&s=1,0,,0,,Sherman parents searching for their missing daughter in Colorado,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQEF3LanyyHYISUO&w=447&h=447&url=https%3A%2F%2Fmedia.graytvinc.com%2Fimages%2Fmissing%2Bgirl%2Bfor%2Bweb.JPG&cfs=1&sx=168&sy=0&sw=447&sh=447&_nc_cb=1&_nc_hash=AQEAH_aIQGpdsZbJ,0,0,56,2,2,2,2,1,1,124.75,0,1,1,0,0,0,0,1,1
165,https://www.facebook.com/helperase/videos/1420025981382406/,2017-03-29T00:00:52+0000,Hello everyone! I am Sgt. Marc Marty also known as @iDigitalCop and tonight we are talking internet and social media safety for children. #HelpErase,"['hello', 'everyon', 'sgt', 'marc', 'marti', 'also', 'known', 'tonight', 'talk', 'internet', 'social', 'media', 'safeti', 'children']",,['iDigitalCop'],['Marc Marty'],['helpERASE'],"[{'media_type': 'video_inline', 'media_url': 'https://www.facebook.com/helperase/videos/1420025981382406/', 'media_description': 'Sgt Marc Marty Intro to #HelpERASE', 'thumbnail_url': 'https://scontent-lax3-2.xx.fbcdn.net/v/t15.5256-10/p720x720/17621054_1420077008043970_1043130565584224256_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=EPSEQyIOm58AX8Pe-tm&_nc_ht=scontent-lax3-2.xx&tp=6&oh=5159570111ad7a32b505fca041fb0b54&oe=60707F56'}]",,"28 Mar, 2017 20:00",146,1016.713092,44,35,67,2017-03-29,2,0,0,1,0,0,0,1,0,1,0,20,3,0,0,1,0,1,1,0,,0,,1,https://www.facebook.com/helperase/videos/1420025981382406/,Sgt Marc Marty Intro to #HelpERASE,https://scontent-lax3-2.xx.fbcdn.net/v/t15.5256-10/p720x720/17621054_1420077008043970_1043130565584224256_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=EPSEQyIOm58AX8Pe-tm&_nc_ht=scontent-lax3-2.xx&tp=6&oh=5159570111ad7a32b505fca041fb0b54&oe=60707F56,0,1,58,2,2,2,2,1,1,107.25,0,0,0,0,0,0,1,1,1
